stop_name,X,Y,Rail,System,Mode,Line,Region,State,Station_ID,City
Red Rocks Community College Station,-105.15281200000,39.72507800000,1,Denver RTD,LRT,W,Denver,Colorado,1118,Lakewood
Redwood City Caltrain,-122.23200000000,37.48610100000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1119,Redwood City
Redwood City Caltrain,-122.23193600000,37.48615900000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1120,Redwood City
REIST PLAZA STATION (METRO) N/B,-76.70609500000,39.35258900000,1,MARC,HRT,Metro,Baltimore,Maryland,1121,Baltimore
REISTERSTOWN PLAZA STN (METRO) S/B,-76.70550700000,39.35219900000,1,MARC,HRT,Metro,Baltimore,Maryland,1122,Baltimore
RELIEF PT/DIVISION,-76.62275400000,39.31238800000,1,MARC,LRT,,Baltimore,Maryland,1125,Baltimore
Reservoir Station,-71.14895200000,42.33502700000,1,MBTA,LRT,Green-D,Boston,Massachusetts,1126,Boston
Revere Beach Station,-70.99253321000,42.40784254000,1,MBTA,HRT,Blue,Boston,Massachusetts,1127,Revere
RICHLAND HILLS STATION,-97.22341500000,32.79946800000,1,TRE,CR,TRE,Dallas-Fort Worth,Texas,1128,Richland Hills
Richmond,-122.35316500000,37.93688700000,1,BART,HRT,"Orange, Red",San Francisco,California,1129,Richmond
RICHMOND HEIGHTS METROLINK STATION,-90.34258200000,38.63540100000,1,Metro Saint Louis,LRT,Blue,Saint Louis,Missouri,1130,Richmond Heights
Right Of Way/18th St,-122.42818400000,37.76119200000,1,Muni,LRT,J - Church,San Francisco,California,1131,San Francisco
Right Of Way/20th St,-122.42792400000,37.75826400000,1,Muni,LRT,J - Church,San Francisco,California,1132,San Francisco
Right Of Way/20th St,-122.42779500000,37.75822900000,1,Muni,LRT,J - Church,San Francisco,California,1133,San Francisco
Right Of Way/21st St,-122.42692200000,37.75664300000,1,Muni,LRT,J - Church,San Francisco,California,1134,San Francisco
Right Of Way/21st St,-122.42682200000,37.75643600000,1,Muni,LRT,J - Church,San Francisco,California,1135,San Francisco
Right Of Way/22nd St,-122.42775000000,37.75460700000,1,Muni,LRT,J - Church,San Francisco,California,1136,San Francisco
Right Of Way/Eucalyptus Dr,-122.47436600000,37.73098700000,1,Muni,LRT,M - Ocean View,San Francisco,California,1137,San Francisco
Right Of Way/Eucalyptus Dr,-122.47435000000,37.73119000000,1,Muni,LRT,M - Ocean View,San Francisco,California,1138,San Francisco
Right Of Way/Liberty St,-122.42699900000,37.75745100000,1,Muni,LRT,J - Church,San Francisco,California,1139,San Francisco
Right Of Way/Liberty St,-122.42686700000,37.75723900000,1,Muni,LRT,J - Church,San Francisco,California,1140,San Francisco
Right Of Way/Ocean Ave,-122.47381500000,37.73180800000,1,Muni,LRT,M - Ocean View,San Francisco,California,1141,San Francisco
Right Of Way/Ocean Ave,-122.47371900000,37.73202200000,1,Muni,LRT,M - Ocean View,San Francisco,California,1142,San Francisco
Rio Vista Station,-117.14223992700,32.77349714500,1,San Diego MTS,LRT,Green,San Diego,California,1143,San Diego
Rio Vista Station,-117.14133756200,32.77370155900,1,San Diego MTS,LRT,Green,San Diego,California,1144,San Diego
RIVER OAKS STATION (0),-121.94002739800,37.40284689400,1,VTA,LRT,"Mountain View - Winchester, Alum Rock - Santa Teresa",San Jose,California,1145,San Jose
RIVER OAKS STATION (1),-121.93897191500,37.40118806000,1,VTA,LRT,"Mountain View - Winchester, Alum Rock - Santa Teresa",San Jose,California,1146,San Jose
Riverside Station,-71.25174200000,42.33705900000,1,MBTA,LRT,Green-D,Boston,Massachusetts,1147,Newton
Riverway Station,-71.11193100000,42.33168400000,1,MBTA,LRT,Green-E,Boston,Massachusetts,1148,Boston
ROCK ROAD METROLINK STATION,-90.30133200000,38.68544700000,1,Metro Saint Louis,LRT,Red,Saint Louis,Missouri,1149,Pagedale
Rockridge,-122.25179300000,37.84460100000,1,BART,HRT,Yellow,San Francisco,California,1150,Oakland
Rockwood/E 188th Ave MAX Station,-122.47109300000,45.52072300000,1,Portland TriMet,LRT,Blue,Portland,Oregon,1151,Gresham
Rockwood/E 188th Ave MAX Station,-122.47053700000,45.52039800000,1,Portland TriMet,LRT,Blue,Portland,Oregon,1152,Gresham
ROGERS STATION (METRO) N/B,-76.69438200000,39.34633600000,1,MARC,HRT,Metro,Baltimore,Maryland,1153,Baltimore
ROOSEVELT/CENTRAL AVE LIGHT RAIL STATION,-112.07384700000,33.45982100000,1,Valley Metro,LRT,Valley Metro Rail,Phoenix,Arizona,1154,Phoenix
ROOSEVELT/CENTRAL AVE LIGHT RAIL STATION,-112.07383100000,33.45895200000,1,Valley Metro,LRT,Valley Metro Rail,Phoenix,Arizona,1155,Phoenix
Rosa Parks MAX Station,-122.68222300000,45.56914000000,1,Portland TriMet,LRT,Yellow,Portland,Oregon,1156,Portland
Rosa Parks MAX Station,-122.68208300000,45.57060600000,1,Portland TriMet,LRT,Yellow,Portland,Oregon,1157,Portland
Rose Quarter TC MAX Station,-122.66553400000,45.53023300000,1,Portland TriMet,LRT,"Blue, Green, Red",Portland,Oregon,1158,Portland
Rose Quarter TC MAX Station,-122.66491700000,45.53005700000,1,Portland TriMet,LRT,"Blue, Green, Red",Portland,Oregon,1159,Portland
Roxbury Crossing Station,-71.09545100000,42.33139700000,1,MBTA,HRT,Orange,Boston,Massachusetts,1160,Boston
ROYAL LANE STATION,-96.88845500000,32.89633900000,1,DART,LRT,Green,Dallas-Fort Worth,Texas,1161,Dallas
Ruby Junction/E 197th Ave MAX Station,-122.46111900000,45.51650200000,1,Portland TriMet,LRT,Blue,Portland,Oregon,1162,Gresham
Ruby Junction/E 197th Ave MAX Station,-122.45917400000,45.51557700000,1,Portland TriMet,LRT,Blue,Portland,Oregon,1163,Gresham
Ruggles Station,-71.08896100000,42.33637700000,1,MBTA,HRT,Orange,Boston,Massachusetts,1164,Boston
S T LINK & SODO STA,-122.32752200000,47.57995220000,1,Sound Transit,LRT,Link,Seattle,Washington,1165,Seattle
S T LINK & SODO STA,-122.32726300000,47.58058930000,1,Sound Transit,LRT,Link,Seattle,Washington,1166,Seattle
Saint Mary St. Station,-71.10735300000,42.34597400000,1,MBTA,LRT,Green-C,Boston,Massachusetts,1167,Boston
Saint Paul St. Station,-71.11699700000,42.34332700000,1,MBTA,LRT,Green-C,Boston,Massachusetts,1168,Brookline
Saint Paul St. Station,-71.11610400000,42.35120000000,1,MBTA,LRT,Green-B,Boston,Massachusetts,1169,Boston
San Antonio Caltrain,-122.10712500000,37.40727700000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1170,Mountain View
San Antonio Caltrain,-122.10706900000,37.40732300000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1171,Mountain View
SAN ANTONIO STATION (0),-121.88803654400,37.33282166900,1,VTA,LRT,"Mountain View - Winchester, Alum Rock - Santa Teresa",San Jose,California,1172,San Jose
SAN ANTONIO STATION (1),-121.88718825800,37.33348094900,1,VTA,LRT,"Mountain View - Winchester, Alum Rock - Santa Teresa",San Jose,California,1173,San Jose
San Bruno,-122.41603800000,37.63775300000,1,BART,HRT,"Red, Yellow",San Francisco,California,1174,San Bruno
San Bruno Caltrain,-122.41207600000,37.63110800000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1175,San Bruno
San Bruno Caltrain,-122.41196800000,37.63112800000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1176,San Bruno
San Carlos Caltrain,-122.26026600000,37.50793300000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1177,San Carlos
San Carlos Caltrain,-122.26015000000,37.50805000000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1178,San Carlos
SAN FERNANDO STATION (0),-121.89811631000,37.33036666000,1,VTA,LRT,Mountain View - Winchester,San Jose,California,1179,San Jose
SAN FERNANDO STATION (1),-121.89904461000,37.33024849000,1,VTA,LRT,Mountain View - Winchester,San Jose,California,1180,San Jose
San Francisco Caltrain,-122.39499200000,37.77639000000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1181,San Francisco
San Francisco Caltrain,-122.39493500000,37.77634800000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1182,San Francisco
San Francisco Int'l Airport,-122.39253400000,37.61590000000,1,BART,HRT,Yellow,San Francisco,California,1183,
San Jose Ave & Farallones St,-122.45214800000,37.71415300000,1,Muni,LRT,M - Ocean View,San Francisco,California,1184,San Francisco
San Jose Ave & Farallones St,-122.45208000000,37.71407000000,1,Muni,LRT,M - Ocean View,San Francisco,California,1185,San Francisco
San Jose Ave & Geneva Ave,-122.44681800000,37.72063100000,1,Muni,LRT,M - Ocean View,San Francisco,California,1186,San Francisco
San Jose Ave & Geneva Ave,-122.44678300000,37.72067600000,1,Muni,LRT,M - Ocean View,San Francisco,California,1187,San Francisco
San Jose Ave & Geneva Ave,-122.44665700000,37.72052400000,1,Muni,LRT,M - Ocean View,San Francisco,California,1188,San Francisco
San Jose Ave & Geneva Ave,-122.44647400000,37.72082700000,1,Muni,LRT,M - Ocean View,San Francisco,California,1189,San Francisco
SAN JOSE AVE & GENEVA AVE,-122.44687200000,37.72094900000,1,Muni,LRT,M - Ocean View,San Francisco,California,1190,San Francisco
SAN JOSE AVE & GENEVA AVE,-122.44657700000,37.72061300000,1,Muni,LRT,M - Ocean View,San Francisco,California,1191,San Francisco
SAN JOSE AVE & GENEVA AVE,-122.44656600000,37.72062200000,1,Muni,LRT,M - Ocean View,San Francisco,California,1192,San Francisco
San Jose Ave & Lakeview Ave,-122.45043500000,37.71608300000,1,Muni,LRT,M - Ocean View,San Francisco,California,1193,San Francisco
San Jose Ave & Lakeview Ave,-122.45033400000,37.71626000000,1,Muni,LRT,M - Ocean View,San Francisco,California,1194,San Francisco
San Jose Ave & Mt Vernon Ave,-122.44864000000,37.71847000000,1,Muni,LRT,M - Ocean View,San Francisco,California,1195,San Francisco
San Jose Ave & Mt Vernon Ave,-122.44859300000,37.71828400000,1,Muni,LRT,M - Ocean View,San Francisco,California,1196,San Francisco
San Jose Ave & Ocean Ave,-122.44479000000,37.72286200000,1,Muni,LRT,J - Church,San Francisco,California,1197,San Francisco
San Jose Ave & Ocean Ave,-122.44469900000,37.72308500000,1,Muni,LRT,J - Church,San Francisco,California,1198,San Francisco
San Jose Ave & Randall St,-122.42432000000,37.73938500000,1,Muni,LRT,J - Church,San Francisco,California,1199,San Francisco
San Jose Ave & Randall St,-122.42415700000,37.73974100000,1,Muni,LRT,J - Church,San Francisco,California,1200,San Francisco
San Jose Ave & Santa Rosa Ave,-122.44001600000,37.72899600000,1,Muni,LRT,J - Church,San Francisco,California,1201,San Francisco
San Jose Ave & Santa Rosa Ave,-122.43992200000,37.72899100000,1,Muni,LRT,J - Church,San Francisco,California,1202,San Francisco
San Jose Ave & Santa Ynez Ave,-122.44244200000,37.72568100000,1,Muni,LRT,J - Church,San Francisco,California,1203,San Francisco
San Jose Ave & Santa Ynez Ave,-122.44235900000,37.72587700000,1,Muni,LRT,J - Church,San Francisco,California,1204,San Francisco
San Jose Ave/Glen Park Station,-122.43385500000,37.73240100000,1,Muni,LRT,J - Church,San Francisco,California,1205,San Francisco
San Jose Ave/Glen Park Station,-122.43341600000,37.73252500000,1,Muni,LRT,J - Church,San Francisco,California,1206,San Francisco
San Jose Diridon Caltrain,-121.90317300000,37.32923100000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1207,San Jose
San Jose Diridon Caltrain,-121.90301100000,37.32923900000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1208,San Jose
San Leandro,-122.16131120000,37.72261921000,1,BART,HRT,"Blue, Green, Orange",San Francisco,California,1209,San Leandro
San Martin Caltrain,-121.61093600000,37.08665300000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1210,San Martin
San Martin Caltrain,-121.61004900000,37.08522500000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1211,San Martin
San Mateo Caltrain,-122.32409200000,37.56829400000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1212,San Mateo
San Mateo Caltrain,-122.32385100000,37.56808700000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1213,San Mateo
San Ysidro/Intl Border,-117.02940720300,32.54440877400,1,San Diego MTS,LRT,Blue,San Diego,California,1214,San Diego
SANDY CREEK,-80.03069400000,40.29688300000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,1215,Bethel Park
SANDY CREEK,-80.03033100000,40.29694400000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,1216,Bethel Park
SANDY SPRINGS STATION,-84.35091700000,33.93135800000,1,MARTA,HRT,North-South,Atlanta,Georgia,1217,Sandy Springs
Santa Clara Caltrain,-121.93613500000,37.35318900000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1218,Santa Clara
Santa Clara Caltrain,-121.93608000000,37.35323800000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1219,Santa Clara
SANTA CLARA STATION (0),-121.89030649100,37.33600558500,1,VTA,LRT,"Mountain View - Winchester, Alum Rock - Santa Teresa",San Jose,California,1220,San Jose
SANTA CLARA STATION (1),-121.88891020100,37.33579585800,1,VTA,LRT,"Mountain View - Winchester, Alum Rock - Santa Teresa",San Jose,California,1221,San Jose
Santa Fe Depot,-117.16997750800,32.71737214800,1,San Diego MTS,LRT,"Green, Orange",San Diego,California,1222,San Diego
Santa Fe Depot,-117.16982097000,32.71732659000,1,San Diego MTS,LRT,"Green, Orange",San Diego,California,1223,San Diego
SANTA TERESA STATION (0),-121.78914085300,37.23666813200,1,VTA,LRT,Alum Rock - Santa Teresa,San Jose,California,1224,San Jose
SANTA TERESA STATION (1),-121.78949099400,37.23596629700,1,VTA,LRT,Alum Rock - Santa Teresa,San Jose,California,1225,San Jose
Santee Town Center Station,-116.98116888900,32.84150948600,1,San Diego MTS,LRT,"Green, Orange",San Diego,California,1226,Santee
SARAH,-80.03002800000,40.31576400000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,1227,Bethel Park
SARAH,-80.02974500000,40.31561000000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,1228,Bethel Park
SAVAGE MARC nb,-76.79635100000,39.12285500000,1,MARC,CR,Camden,Baltimore,Maryland,1229,Maryland City
Savin Hill Station,-71.05333100000,42.31129000000,1,MBTA,HRT,Red,Boston,Massachusetts,1230,Boston
Science Park Station,-71.06766600000,42.36666400000,1,MBTA,LRT,"Green-B, C, D, E",Boston,Massachusetts,1231,Boston
SDSU Transit Center,-117.07101445600,32.77315873000,1,San Diego MTS,LRT,Green,San Diego,California,1232,San Diego
SDSU Transit Center,-117.07009374400,32.77315660600,1,San Diego MTS,LRT,Green,San Diego,California,1233,San Diego
SE Division St MAX Station,-122.56666300000,45.50312300000,1,Portland TriMet,LRT,Green,Portland,Oregon,1234,Portland
SE Division St MAX Station,-122.56658400000,45.50360800000,1,Portland TriMet,LRT,Green,Portland,Oregon,1235,Portland
SE Flavel St MAX Station,-122.56676100000,45.46760200000,1,Portland TriMet,LRT,Green,Portland,Oregon,1236,Portland
SE Flavel St MAX Station,-122.56654200000,45.46806800000,1,Portland TriMet,LRT,Green,Portland,Oregon,1237,Portland
SE Fuller Rd MAX Station,-122.57365600000,45.45363700000,1,Portland TriMet,LRT,Green,Portland,Oregon,1238,
SE Fuller Rd MAX Station,-122.57357800000,45.45313800000,1,Portland TriMet,LRT,Green,Portland,Oregon,1239,
SE Grand & Belmont,-122.66064000000,45.51686300000,1,Portland TriMet,Streetcar,Central Loop,Portland,Oregon,1240,Portland
SE Grand & E Burnside,-122.66062100000,45.52281000000,1,Portland TriMet,Streetcar,Central Loop,Portland,Oregon,1241,Portland
SE Grand & Hawthorne,-122.66069100000,45.51284200000,1,Portland TriMet,Streetcar,Central Loop,Portland,Oregon,1242,Portland
SE Grand & Mill,-122.66070200000,45.51000300000,1,Portland TriMet,Streetcar,Central Loop,Portland,Oregon,1243,Portland
SE Grand & Stark,-122.66062900000,45.51963100000,1,Portland TriMet,Streetcar,Central Loop,Portland,Oregon,1244,Portland
SE Grand & Taylor,-122.66066800000,45.51499400000,1,Portland TriMet,Streetcar,Central Loop,Portland,Oregon,1245,Portland
SE Holgate Blvd MAX Station,-122.56631500000,45.49086800000,1,Portland TriMet,LRT,Green,Portland,Oregon,1246,Portland
SE Holgate Blvd MAX Station,-122.56622900000,45.49136900000,1,Portland TriMet,LRT,Green,Portland,Oregon,1247,Portland
SE M L King & Hawthorne,-122.66195400000,45.51251400000,1,Portland TriMet,Streetcar,Central Loop,Portland,Oregon,1248,Portland
SE M L King & Mill,-122.66197400000,45.50964400000,1,Portland TriMet,Streetcar,Central Loop,Portland,Oregon,1249,Portland
SE M L King & Morrison,-122.66192600000,45.51695100000,1,Portland TriMet,Streetcar,Central Loop,Portland,Oregon,1250,Portland
SE M L King & Stark,-122.66188300000,45.51910200000,1,Portland TriMet,Streetcar,Central Loop,Portland,Oregon,1251,Portland
SE M L King & Taylor,-122.66190200000,45.51466900000,1,Portland TriMet,Streetcar,Central Loop,Portland,Oregon,1252,Portland
SE Main St MAX Station,-122.56446700000,45.51398600000,1,Portland TriMet,LRT,Green,Portland,Oregon,1253,Portland
SE Main St MAX Station,-122.56441300000,45.51452500000,1,Portland TriMet,LRT,Green,Portland,Oregon,1254,Portland
SE Powell Blvd MAX Station,-122.56619800000,45.49599100000,1,Portland TriMet,LRT,Green,Portland,Oregon,1255,Portland
SE Powell Blvd MAX Station,-122.56617000000,45.49550300000,1,Portland TriMet,LRT,Green,Portland,Oregon,1256,Portland
SE Water/OMSI (Streetcar),-122.66334700000,45.50670100000,1,Portland TriMet,Streetcar,Central Loop,Portland,Oregon,1257,Portland
Seaport Village Station,-117.16876858400,32.71212324800,1,San Diego MTS,LRT,Green,San Diego,California,1258,San Diego
Seaport Village Station,-117.16874885000,32.71210140700,1,San Diego MTS,LRT,Green,San Diego,California,1259,San Diego
SETTLERS LANDING STATION,-81.70015000000,41.49639100000,1,GCRTA,LRT,"Blue, Green",Cleveland,Ohio,1260,Cleveland
SHAKER SQUARE STATION,-81.59137000000,41.48396700000,1,GCRTA,LRT,"Blue, Green",Cleveland,Ohio,1261,Cleveland
Shawmut Station,-71.06573796000,42.29312583000,1,MBTA,HRT,Red,Boston,Massachusetts,1262,Boston
Sheridan Station,-105.05361600000,39.73514700000,1,Denver RTD,LRT,W,Denver,Colorado,1263,Denver
SHILOH-SCOTT METROLINK STATION,-89.87920000000,38.53923200000,1,Metro Saint Louis,LRT,Red,Saint Louis,Illinois,1264,Shiloh
SHOT TOWER STATION (METRO) N/B,-76.60581400000,39.28995200000,1,MARC,HRT,Metro,Baltimore,Maryland,1265,Baltimore
SHREWSBURY METROLINK STATION,-90.31932000000,38.59273500000,1,Metro Saint Louis,LRT,Blue,Saint Louis,Missouri,1266,St. Louis
Skidmore Fountain MAX Station,-122.67139000000,45.52287300000,1,Portland TriMet,LRT,"Blue, Red",Portland,Oregon,1267,Portland
Skidmore Fountain MAX Station,-122.67125600000,45.52309500000,1,Portland TriMet,LRT,"Blue, Red",Portland,Oregon,1268,Portland
SKINKER METROLINK STATION,-90.30081300000,38.64936400000,1,Metro Saint Louis,LRT,Blue,Saint Louis,Missouri,1269,St. Louis
SKYTRAIN - 44TH ST STATION,-111.99043900000,33.44710900000,1,Valley Metro,LRT,Valley Metro Rail,Phoenix,Arizona,1270,Phoenix
SKYTRAIN - EAST ECONOMY PARKING,-111.98496200000,33.43463500000,1,Valley Metro,LRT,Valley Metro Rail,Phoenix,Arizona,1271,Phoenix
SKYTRAIN - SKY HARBOR TERMINAL 4,-111.99614500000,33.43452000000,1,Valley Metro,LRT,Valley Metro Rail,Phoenix,Arizona,1272,Phoenix
SLU STREETCAR & TERRY AVE N,-122.33653300000,47.62596890000,1,Sound Transit,LRT,Link,Seattle,Washington,1273,Seattle
SLU STREETCAR & TERRY AVE N,-122.33637200000,47.62583160000,1,Sound Transit,LRT,Link,Seattle,Washington,1274,Seattle
SMITH-MARTIN/APACHE LIGHT RAIL STATION,-111.90149800000,33.41473800000,1,Valley Metro,LRT,Valley Metro Rail,Phoenix,Arizona,1275,Tempe
SMITH-MARTIN/APACHE LIGHT RAIL STATION,-111.90019500000,33.41485600000,1,Valley Metro,LRT,Valley Metro Rail,Phoenix,Arizona,1276,Tempe
SMITH ROAD,-80.02909800000,40.35674900000,1,PAT,LRT,"Blue, Red",Pittsburgh,Pennsylvania,1279,Bethel Park
SMITH ROAD,-80.02899300000,40.35694600000,1,PAT,LRT,"Blue, Red",Pittsburgh,Pennsylvania,1280,Bethel Park
SNELL STATION (0),-121.83133855500,37.24805457700,1,VTA,LRT,Alum Rock - Santa Teresa,San Jose,California,1281,San Jose
SNELL STATION (1),-121.83054662800,37.24764079400,1,VTA,LRT,Alum Rock - Santa Teresa,San Jose,California,1282,San Jose
South Station,-71.05524200000,42.35227100000,0,MBTA,BRT,SL1 SL2,Boston,Massachusetts,1283,Boston
So. San Francisco Caltrain Station,-122.40501800000,37.65594600000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1284,South San Francisco
So. San Francisco Caltrain Station,-122.40487000000,37.65589000000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,1285,South San Francisco
SOUTH BANK STATION,-79.99822000000,40.39270200000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,1286,Pittsburgh
SOUTH BANK STATION,-79.99808700000,40.39271300000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,1287,Pittsburgh
SOUTH BUSWAY AT PALM GARDEN,-80.01194900000,40.41648400000,1,PAT,LRT,Red,Pittsburgh,Pennsylvania,1288,Pittsburgh
SOUTH BUSWAY AT PALM GARDEN,-80.01182600000,40.41655500000,1,PAT,LRT,Red,Pittsburgh,Pennsylvania,1289,Pittsburgh
SOUTH HARBOR STATION,-81.68657700000,41.50982300000,1,GCRTA,LRT,"Blue, Green",Cleveland,Ohio,1290,Cleveland
South Hayward,-122.05755060000,37.63479954000,1,BART,HRT,"Green, Orange",San Francisco,California,1291,Hayward
SOUTH HILLS JUNCTION STATION,-80.00702100000,40.42085200000,1,PAT,LRT,"Blue, Red",Pittsburgh,Pennsylvania,1292,Pittsburgh
SOUTH HILLS JUNCTION STATION,-80.00687100000,40.42076700000,1,PAT,LRT,"Blue, Red",Pittsburgh,Pennsylvania,1293,Pittsburgh
SOUTH HILLS VILLAGE STATION,-80.05321100000,40.33932400000,1,PAT,LRT,"Blue, Red",Pittsburgh,Pennsylvania,1294,Bethel Park
SOUTH HILLS VILLAGE STATION,-80.05310600000,40.33926800000,1,PAT,LRT,"Blue, Red",Pittsburgh,Pennsylvania,1295,Bethel Park
SOUTH PARK ROAD,-80.03065300000,40.32810400000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,1296,Bethel Park
SOUTH PARK ROAD,-80.03046900000,40.32780200000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,1297,Bethel Park
South San Francisco,-122.44411600000,37.66417400000,1,BART,HRT,"Red, Yellow",San Francisco,California,1298,South San Francisco
South St. Station,-71.15766100000,42.33960000000,1,MBTA,LRT,Green-B,Boston,Massachusetts,1299,Boston
South Station,-71.05524200000,42.35227100000,1,MBTA,HRT,Red,Boston,Massachusetts,1300,Boston
Southmoor Station,-104.91610000000,39.64822600000,1,Denver RTD,LRT,"E, F, H",Denver,Colorado,1301,Denver
SOUTHWEST MEDICAL DISTRICT/PARKLAND,-96.83295700000,32.81266100000,1,DART,LRT,"Green, Orange",Dallas-Fort Worth,Texas,1302,Dallas
Sports Authority Field at Mile High Station,-105.01352600000,39.74354300000,1,Denver RTD,LRT,"C, E, W",Denver,Colorado,1303,Denver
Sports Authority Field at Mile High Station,-105.01276100000,39.74334200000,1,Denver RTD,LRT,"C, E, W",Denver,Colorado,1304,Denver
Spring Street Station,-117.01739392900,32.75680948600,1,San Diego MTS,LRT,Orange,San Diego,California,1305,La Mesa
Spring Street Station,-117.01738108600,32.75682880500,1,San Diego MTS,LRT,Orange,San Diego,California,1306,La Mesa
SPRING VALLEY STATION,-96.73774800000,32.94067300000,1,DART,LRT,"Orange, Red",Dallas-Fort Worth,Texas,1307,Richardson
ST ANNE'S,-80.02933800000,40.36089100000,1,PAT,LRT,"Blue, Red",Pittsburgh,Pennsylvania,1308,Castle Shannon
ST ANNE'S,-80.02917200000,40.36092000000,1,PAT,LRT,"Blue, Red",Pittsburgh,Pennsylvania,1309,Castle Shannon
ST DENIS MARC nb,-76.70481800000,39.22404700000,1,MARC,CR,Camden,Baltimore,Maryland,1310,Arbutus
ST JAMES STATION (0),-121.89231429000,37.33855251300,1,VTA,LRT,"Mountain View - Winchester, Alum Rock - Santa Teresa",San Jose,California,1311,San Jose
ST JAMES STATION (1),-121.89080516900,37.33835840800,1,VTA,LRT,"Mountain View - Winchester, Alum Rock - Santa Teresa",San Jose,California,1312,San Jose
ST LIGHT RAIL & BEACON AVE S,-122.31140100000,47.57967760000,1,Sound Transit,LRT,Link,Seattle,Washington,1313,Seattle
ST LIGHT RAIL & BEACON AVE S,-122.31127900000,47.57912450000,1,Sound Transit,LRT,Link,Seattle,Washington,1314,Seattle
ST LIGHT RAIL & S ALASKA ST,-122.29289200000,47.56027980000,1,Sound Transit,LRT,Link,Seattle,Washington,1315,Seattle
ST LIGHT RAIL & S EDMUNDS ST,-122.29234300000,47.55895230000,1,Sound Transit,LRT,Link,Seattle,Washington,1316,Seattle
ST LIGHT RAIL & S HENDERSON ST,-122.27958700000,47.52226640000,1,Sound Transit,LRT,Link,Seattle,Washington,1317,Seattle
ST LIGHT RAIL & S HENDERSON ST,-122.27908300000,47.52295300000,1,Sound Transit,LRT,Link,Seattle,Washington,1318,Seattle
ST LIGHT RAIL & S MYRTLE ST,-122.28167700000,47.53848270000,1,Sound Transit,LRT,Link,Seattle,Washington,1319,Seattle
ST LIGHT RAIL & S OTHELLO ST,-122.28147100000,47.53752900000,1,Sound Transit,LRT,Link,Seattle,Washington,1320,Seattle
ST LIGHT RAIL & S ROYAL BROUGHAM WAY,-122.32735400000,47.59181210000,1,Sound Transit,LRT,Link,Seattle,Washington,1321,Seattle
ST LIGHT RAIL & S ROYAL BROUGHAM WAY,-122.32698800000,47.59228130000,1,Sound Transit,LRT,Link,Seattle,Washington,1322,Seattle
ST LIGHT RAIL & S STEVENS ST,-122.29786700000,47.57699200000,1,Sound Transit,LRT,Link,Seattle,Washington,1323,Seattle
ST LIGHT RAIL & S STEVENS ST,-122.29773700000,47.57643890000,1,Sound Transit,LRT,Link,Seattle,Washington,1324,Seattle
ST LIGHT RAIL & SEATAC ACS,-122.29705800000,47.44490810000,1,Sound Transit,LRT,Link,Seattle,Washington,1325,SeaTac
ST LIGHT RAIL & SEATAC ACS,-122.29671500000,47.44493870000,1,Sound Transit,LRT,Link,Seattle,Washington,1326,SeaTac
ST LIGHT RAIL & TUKWILA LLR ACS,-122.28800200000,47.46392440000,1,Sound Transit,LRT,Link,Seattle,Washington,1327,Tukwila
ST PAUL STATION,-96.79719600000,32.78468600000,1,DART,LRT,"Blue, Green, Orange, Red",Dallas-Fort Worth,Texas,1328,Dallas
STADIUM METROLINK STATION,-90.19453100000,38.62341600000,1,Metro Saint Louis,LRT,"Blue, Red",Saint Louis,Missouri,1329,St. Louis
STATE CENTER (METRO) N/B,-76.62316600000,39.30151500000,1,MARC,HRT,Metro,Baltimore,Maryland,1330,Baltimore
State St. Station,-71.05759800000,42.35897800000,1,MBTA,HRT,"Blue, Orange",Boston,Massachusetts,1331,Boston
STATION SQUARE STATION,-80.00318900000,40.43159700000,1,PAT,LRT,"Blue, Red",Pittsburgh,Pennsylvania,1332,Pittsburgh
